Date,Year,MonthNum,MonthName,YearMonth,WeekdayNum,WeekdayName,IsWeekend,DayType
2016-02-17,2016,2,Feb,2016-02,3,Wed,0,Weekday
2016-02-18,2016,2,Feb,2016-02,4,Thu,0,Weekday
2016-02-19,2016,2,Feb,2016-02,5,Fri,0,Weekday
2016-02-20,2016,2,Feb,2016-02,6,Sat,1,Weekend
2016-02-21,2016,2,Feb,2016-02,7,Sun,1,Weekend
2016-02-22,2016,2,Feb,2016-02,1,Mon,0,Weekday
2016-02-23,2016,2,Feb,2016-02,2,Tue,0,Weekday
2016-02-24,2016,2,Feb,2016-02,3,Wed,0,Weekday
2016-02-25,2016,2,Feb,2016-02,4,Thu,0,Weekday
2016-02-26,2016,2,Feb,2016-02,5,Fri,0,Weekday
2016-02-27,2016,2,Feb,2016-02,6,Sat,1,Weekend
2016-02-28,2016,2,Feb,2016-02,7,Sun,1,Weekend
2016-02-29,2016,2,Feb,2016-02,1,Mon,0,Weekday
2016-03-01,2016,3,Mar,2016-03,2,Tue,0,Weekday
2016-03-02,2016,3,Mar,2016-03,3,Wed,0,Weekday
2016-03-03,2016,3,Mar,2016-03,4,Thu,0,Weekday
2016-03-04,2016,3,Mar,2016-03,5,Fri,0,Weekday
2016-03-05,2016,3,Mar,2016-03,6,Sat,1,Weekend
2016-03-06,2016,3,Mar,2016-03,7,Sun,1,Weekend
2016-03-07,2016,3,Mar,2016-03,1,Mon,0,Weekday
2016-03-08,2016,3,Mar,2016-03,2,Tue,0,Weekday
2016-03-09,2016,3,Mar,2016-03,3,Wed,0,Weekday
2016-03-10,2016,3,Mar,2016-03,4,Thu,0,Weekday
2016-03-11,2016,3,Mar,2016-03,5,Fri,0,Weekday
2016-03-12,2016,3,Mar,2016-03,6,Sat,1,Weekend
2016-03-13,2016,3,Mar,2016-03,7,Sun,1,Weekend
2016-03-14,2016,3,Mar,2016-03,1,Mon,0,Weekday
2016-03-15,2016,3,Mar,2016-03,2,Tue,0,Weekday
2016-03-16,2016,3,Mar,2016-03,3,Wed,0,Weekday
2016-03-17,2016,3,Mar,2016-03,4,Thu,0,Weekday
2016-03-18,2016,3,Mar,2016-03,5,Fri,0,Weekday
2016-03-19,2016,3,Mar,2016-03,6,Sat,1,Weekend
2016-03-20,2016,3,Mar,2016-03,7,Sun,1,Weekend
2016-03-21,2016,3,Mar,2016-03,1,Mon,0,Weekday
2016-03-22,2016,3,Mar,2016-03,2,Tue,0,Weekday
2016-03-23,2016,3,Mar,2016-03,3,Wed,0,Weekday
2016-03-24,2016,3,Mar,2016-03,4,Thu,0,Weekday
2016-03-25,2016,3,Mar,2016-03,5,Fri,0,Weekday
2016-03-26,2016,3,Mar,2016-03,6,Sat,1,Weekend
2016-03-27,2016,3,Mar,2016-03,7,Sun,1,Weekend
2016-03-28,2016,3,Mar,2016-03,1,Mon,0,Weekday
2016-03-29,2016,3,Mar,2016-03,2,Tue,0,Weekday
2016-03-30,2016,3,Mar,2016-03,3,Wed,0,Weekday
2016-03-31,2016,3,Mar,2016-03,4,Thu,0,Weekday
